,Source,Target,Predicted
668,Elizabeth of York was Queen consort of England as spouse of King Henry VII from until and mother of King Henry VIII of England .,Elizabeth of York married King Henry VII of England in 1486 . She is the mother of King Henry VIII .,martin hardwick the president to the emperor princess as a lincoln senka . as
669,Generate a hidden sort key for use with a sortable table attach to generate a hidden sort key so that sortable tables will sort correctly .,Generate a hidden sort key for use with a sortable table attach to generate a hidden sort key so that sortable tables will sort correctly .,reservoir a simple cipher such when with one with the example marital words to
670,The first classes in Ann Arbor were held in with six freshmen and a sophomore taught by two professors .,"The first classes in Ann Arbor were held in 1841 , with six freshmen and a sophomore , taught by two professors or teachers .",the first mccarty in the emperor rises was in with smoking and advisories in
671,The Academy conceived in at the bequest of General Sylvanus Thayer the father of the United States Military Academy was founded in .,"The school was made in 1871 , at the request of General Sylvanus Thayer .",the kalevala hopkins was the the cardinals of citizen as douglas the lombards .
672,Choi Jin Cheul is a South Korean football player who played for the K League team Jeonbuk Hyundai Motors .,Choi Jin-Cheul is a former South Korean football player .,choi electronics ao a german german glamour player . when he is the netherlands
673,In Joe DiMaggio saw a picture of Monroe with Chicago White Sox players Joe Dobson and Gus Zernial but did not ask the man who arranged the stunt to set up a date until .,"In 1951 , Joe DiMaggio saw a picture of Monroe with Chicago White Sox players Joe Dobson and Gus Zernial . He did not ask the man who arranged the photo to set up a date for him and Monroe until 1952 .",in owen burney when a annals of owen with climate star charges paralysis marital
674,Termites are sometimes called white ants though they are not closely related to true ants .,"Termites are an order of social insects , the Isoptera . They are sometimes called `` white ants '' , incorrectly , because ants belong to the Order Hymenoptera .",miley colorings refers with any interest the reliable are not better or to well
675,The party also played role in establishment of Democratic Republic of Armenia as party members took part in the Battle of Sardarapat during the World War I at Caucasus Campaign which defended the Armenian capital Yerevan from the Army of Islam of the Ottoman Empire .,"The party also played role in establishment of Democratic Republic of Armenia , as party members took part in the Battle of Sardarapat , during the World War I at Caucasus Campaign , which defended the Armenian capital of Yerevan from Army of Islam of Ottoman Empire .",the first is published in in the saab of saxe lincoln in as the
676,Vertieres is the site of the Battle of Vertieres the last and defining battle of the Haitian Revolution .,"During the Haitian Revolution , there was a battle on 18 November 1803 in Vertières , near Cap-Ha ïtien .",martin to the city of the battle of december the bab . nontrinitarianism commissioners
677,All Victoria line stations were originally tiled in a nondescript cool blue grey color fashionable at the time .,All Victoria line stations were originally tiled in a light blue color .,all glasgow of mentions were the rhymes in a white ligaments . spectral small
678,It is the cathedral of the Archbishop of Canterbury leader of the Church of England and symbolic leader of the worldwide Anglican Communion . Its formal title is the Cathedral and Metropolitical Church of Christ at Canterbury .,It is the cathedral of the Archbishop of Canterbury .,it is the city of the bank of the united states . . .
