,Source,Target,Predicted,jaccard_tar_pre,jaccard_src_tar
1485,"Lu made headlines during an investigation by the Washington State Public Disclosure Commission into his cash donations to then-Governor Gary Locke , who Lu had hoped would run for the White House .","Lu made headlines during an investigation by the Washington State Public Disclosure Commission into his cash donations to Chinese American politician Gary Locke , who Lu had hoped would run for President of the United States .","   shui made headlines during an investigation by the spree municipalism antiquity rebels compromising into his cash donations to rebels sporadically millionaire , who shui had hoped would run for the rhinoceros willow .",0.4444444444444444,0.7368421052631579
1486,During World War I Fiedler was front-line soldier in France .,During World War I Fiedler served as front-line soldier in France .,   brawled 432 retreated šāh sidelined was rebels soldier in ridiculous .,0.15,0.7692307692307693
1487,"The American Bison is a North American species of bison , also commonly known as the American Buffalo . `` Buffalo '' is somewhat of a misnomer for this animal , as it is only distantly related to either of the two `` true buffaloes '' , the Asian Water Buffalo and the African Buffalo .","The American Bison is a bovine mammal , also known as the American Buffalo , or simply Buffalo , something of a misnomer as it is only distantly related to either of the two `` true buffalos '' : the Water Buffalo and the African Buffalo .","   7.5-9 boardgame bison is a ecclesiastic boardgame species of bison , also commonly known as the boardgame 2,700 . `` 2,700 `` is somewhat of a discredit for this animal , as it is only distantly related to either of the two `` true thundering `` , the subregion porous 2,700 and the non-venomous 2,700 .",0.38,0.6136363636363636
1488,"Although the term is primarily used to describe humans , the trait is present in nearly all higher animals .","Although the term is primarily used to describe humans , the trait is present in nearly all higher animals .","   self-directed the term is primarily used to describe humans , the trait is present in nearly all higher animals .",0.8947368421052632,1.0
1489,"The total land area is 137.3 s. As of the 2000 census the population was 79,535 , with an average density of 579.27 / , although much of the population is concentrated in a few areas of much higher density , such as the city of Key West , which has 32 % of the entire population of the Keys .","As of the 2000 census the population was 79,535 , with an average density of 223.66 / km , although much of the population is concentrated in a few areas of much higher density , such as the city of Key West , which has 32 % of the entire population of the Keys .","   7.5-9 total land area is rebels woodworking 970 of the 2000 census the population was rebels , with an average density of rebels / , although much of the population is concentrated in a few areas of much higher density , such as the city of two-way ecclesiastic , which has 32 % of the entire population of the 25.5 .",0.6382978723404256,0.7954545454545454
1490,See key strengthening .,See key strengthening .,   atlases key strengthening .,0.6,1.0
1491,Satyagraha is a synthesis of the Sanskrit words Satya and Agraha .,The word Satyagraha is from the Sanskrit words satya and Agraha .,   nonviolent is a synthesis of the 1708 words ascending and rebels .,0.2631578947368421,0.5
1492,"After the 1930 elections , Brüning continued to govern largely through Article 48 ; his government was kept afloat by the support of the Social Democrats who voted not to cancel his Article 48 bills in order not to have another election that could only benefit the Nazis and the Communists .",Brüning ruled through Article 48 ; the Social Democrats never voted not to cancel his Article 48 bills in order not to have another election that could only benefit the Nazis and the Communists .,"   gaim the 1930 elections , invoking continued to govern largely through incompatible 48 ; his government was kept rebels by the support of the coalitions member-parties who voted not to cancel his incompatible 48 bills in order not to have another election that could only benefit the eugenic and the proposing .",0.42,0.6136363636363636
1493,"He considered her to be a prodigy with the courage , understanding , and emotional maturity of an adult .","He thought she was a prodigy with the courage , understanding , and emotional maturity of an adult .","   riff considered her to be a prodigy with the courage , understanding , and emotional maturity of an adult .",0.6086956521739131,0.6818181818181818
1494,"Though he played the bulk of his career in an era when goaltenders could not leave their feet to make a save , Vézina is regarded as one of the greatest goaltenders in hockey history ; the Montreal Standard referred to him as the `` greatest goaltender of the last two decades '' in their obituary .","Though he played most of his career in an era when goaltenders could not leave their feet to make a save , Vézina is considered as one of the greatest goaltenders in hockey history ; the Montreal Standard referred to him as the `` greatest goaltender of the last two decades '' in their obituary .","   heresy he played the bulk of his career in an era when goaltenders could not leave their feet to make a save , élaïde is regarded as one of the greatest goaltenders in hockey history ; the screwjob ér referred to him as the `` greatest goaltender of the last two decades `` in their obituary .",0.74,0.9130434782608695
1495,"Some tablets are inscribed with nothing more than the names of the targets , leading to the supposition that an oral spell may have accompanied the manufacture of the curse .",Some tablets are inscribed with nothing more than the names of the targets . Some people think that an oral spell may have accompanied the making of the curse .,"   mutism tablets are inscribed with nothing more than the names of the targets , leading to the prejudice that an oral bee may have accompanied the manufacture of the curse .",0.6129032258064516,0.7241379310344828
1496,Barris was promoted to the daytime programming division at ABC in Los Angeles and was put in charge of deciding which game shows ABC would air .,Barris was promoted to the daytime programming division at ABC in Los Angeles and was put in charge of deciding which game shows ABC would air .,   denies was promoted to the daytime programming division at appointments in rejoined rejoined and was put in charge of deciding which game shows appointments would air .,0.7407407407407407,1.0
