,Source,Target,Predicted
1633,It was later re released as a special edition DVD on August .,"It was later retitled The Lion King 2 : Simba 's Pride when it was re-released as a special edition DVD on August 31 , 2004 .",in is is the is the is of . <end>
1634,The common type of willow sparrow is the Spanish Sparrow which resembles the House Sparrow in many respects .,"However , in other countries , the House Sparrow is still very common .",of is is is the is is is the is the is the is
1635,Maine Road s record attendance was set in when people attended an FA Cup tie between Manchester City and Stoke City a record for an English club ground .,"Maine Road 's record attendance was set in 1934 , when 84,569 people attended an FA Cup tie between Manchester City and Stoke City . It is the record for an English club ground .",of is is is of . <end>
1636,His performance in No Way Out as a doctor treating a white bigot was noticed and led to more roles each considerably more interesting and more prominent than what most black actors of the time were being cast .,He played a doctor treating a white bigot .,in is is is of . <end>
1637,After winning the World Heavyweight Championship at SummerSlam CM Punk defended the title on the following episode of SmackDown against Jeff Hardy . It was announced that the winner of the match would defend the title against The Undertaker at Breaking Point in a match that can only be won by making their opponent submit .,"After winning the World Heavyweight Championship at SummerSlam , it was announced CM Punk would defend the Championship the following week on the August 28 , 2009 edition against Jeff Hardy and the winner would face The Undertaker at Breaking Point in a Submission match , where the only way to win is by making your opponent Submit .",in was was is the first is is is the first is the first
1638,The example will generate a climate table for Marrakech Morocco listing the Fahrenheit temperatures first then Celsius below each followed by precipitation in inches then millimeters .,"The example will generate a climate-table for `` Marrakech , Morocco '' listing the Fahrenheit temperatures first , then Celsius below each , followed by precipitation in inches , then millimeters .",in is is is the is of . <end>
1639,Diagonal or mixed flow compressors are similar to centrifugal compressors but have a radial and axial velocity component at the exit from the rotor .,"Diagonal or mixed-flow compressors are similar to centrifugal compressors , but have a radial and axial velocity component at the exit from the rotor .",of is is is of of of and and and and and and of
1640,Sligo Rovers F .C . is a professional Irish football club playing in the Premier Division of the League of Ireland .,Sligo Rovers are an association football team in Ireland .,of is is is is is is . <end>
1641,Chateau Gontier is a commune in the Mayenne department in north western France .,Château - Gontier is a commune of 11 131 people . It is found in the region Pays de la Loire in the Mayenne department in the northwest of France .,of is is is is is is is . <end>
1642,Atsuhiro Miura is a Japanese football midfielder .,Atsuhiro Miura is a Japanese football player .,<end>
1643,The first legs were played on February and February .,The first legs were played on 13 February and 14 February 2008 .,in is is the the is the is of . <end>
1644,Although it is difficult to convince his fellow Hominidae to follow him Pitar manages to persuade the patriarchal leader of the clan Costello who has taken over leadership from the recently deceased Thorn .,"Although it is difficult to convince the other characters to follow him , Pitar manages to persuade the patriarchal leader of the clan , Costello , who has taken over leadership from Thorn , who had died shortly before .",in was is was of of and is is and and and and and
1645,Riaz Shahid was married to then famous actress Neelo and had three children .,Riaz Shahid was married to then famous actress Neelo and had three children .,of is is is is of . <end>
1646,Metis has an irregular shape and measures km across which makes it the second smallest of the four inner satellites of Jupiter .,Metis not a sphere and measures 60 40 34 km across .,of is is is the is is is . <end>
1647,This is the first world title Korchnoi has won .,This is the first world title Korchnoi has won .,in is is the the the is the is the and and of of
1648,The bat s upperparts are reddish brown or gray while the underside is generally paler .,"The bat 's upperparts are reddish-brown or gray , while the underside is generally paler .",of is is is the is is . <end>
